,Voter,Votes,Voted
6853,stephensonhmatt,1330,bestape
6854,chisox3000,15,bestape
6855,ddwchen,300,bestape
6856,TheAlexYao,690,bestape
6857,mccallios,60,bestape
6858,polats,30,bestape
6859,futurealisha,20,bestape
6860,gmishra,1,bestape
6861,iamlizendary,10,bestape
6862,medhakothari,10,medhakothari
6863,strangechances,55,medhakothari
6864,lay2000lbs,1020,medhakothari
6865,j_humenansky,10,medhakothari
6866,strollinghome,40,medhakothari
6867,magglevalentine,10,medhakothari
6868,aweissman,75,medhakothari
6869,khole_dena,336,medhakothari
6870,js_horne,250,medhakothari
6871,_kinjalbshah,300,medhakothari
6872,AlexisGauba,30,medhakothari
6873,Cooopahtroopa,10,medhakothari
6874,Iiterature,300,medhakothari
6875,jongold,190,c_lemp
6876,strangechances,55,c_lemp
6877,yollo,13,c_lemp
6878,bluerevilo,10,c_lemp
6879,SpaceXponential,1368,c_lemp
6880,jessewldn,250,c_lemp
6881,ShawnKanungo,10,c_lemp
6882,codygallo,260,c_lemp
6883,jubrilade_,10,c_lemp
6884,AnnikaSays,135,c_lemp
6885,nico_valencia,15,c_lemp
6886,SuzAshley,1,c_lemp
6887,c_lemp,10,c_lemp
6888,CreatorCabins,100,c_lemp
6889,aibohphobiaa,10,c_lemp
6890,Gross_sculptor,1,AceM0
6891,jondashkyle,25,AceM0
6892,teendaze,1095,AceM0
6893,matdryhurst,80,AceM0
6894,JamesJohnBeck,1100,AceM0
6895,ethan_ill,20,AceM0
6896,rowanspencer__,110,AceM0
6897,strollinghome,50,NadavAHollander
6898,strangechances,40,NadavAHollander
6899,patrickxrivera,50,NadavAHollander
6900,NadavAHollander,20,NadavAHollander
6901,cminxi,20,NadavAHollander
6902,ljxie,100,NadavAHollander
6903,jessewldn,175,NadavAHollander
6904,daranda,844,NadavAHollander
6905,jami_welch_,15,NadavAHollander
6906,thisisthetruth,5,NadavAHollander
6907,MarkBeylin,550,NadavAHollander
6908,bitsikka,320,NadavAHollander
6909,jondashkyle,25,NadavAHollander
6910,jzstern,10,NadavAHollander
6911,lwsnbaker,5,NadavAHollander
6912,xiangjieking,10,NadavAHollander
6913,MPtherealMVP,100,NadavAHollander
6914,j_humenansky,50,NadavAHollander
6915,mikemckain_,25,NadavAHollander
6916,TheTakenUser,4,NadavAHollander
6917,groguforce,4,NadavAHollander
6918,sassal0x,30,spencernoon
6919,lay2000lbs,10,spencernoon
6920,IoT_programmer,2,spencernoon
6921,jondashkyle,50,spencernoon
6922,pridesai,2,spencernoon
6923,strangechances,70,spencernoon
6924,0xfendiman,20,spencernoon
6925,ArweaveMemes,30,spencernoon
6926,theweaver19,10,spencernoon
6927,ali01,20,spencernoon
6928,Iiterature,10,spencernoon
6929,dan_zider,10,spencernoon
6930,huanggu777,1,spencernoon
6931,nielsderuiter_,1,spencernoon
6932,stephenthoma,10,spencernoon
6933,Obstropolos,20,spencernoon
6934,_Dubson,24,spencernoon
6935,_kinjalbshah,5,spencernoon
6936,drkiddo1,30,spencernoon
6937,RalphieUJ,10,spencernoon
6938,jasoncho_,1,spencernoon
6939,Cooopahtroopa,10,spencernoon
6940,getty_hill,30,spencernoon
6941,jessewldn,250,spencernoon
6942,N3viden,10,spencernoon
6943,tadashimn,10,spencernoon
6944,WPeaster,10,spencernoon
6945,0x_Lucas,20,spencernoon
6946,cesarwithyou,30,spencernoon
6947,bhpollack,30,spencernoon
6948,_kabessa,100,spencernoon
6949,EmerickMaryQC,30,spencernoon
6950,HardlyDifficult,1,spencernoon
6951,ljxie,1010,spencernoon
6952,rubiokishi1,20,spencernoon
6953,spencernoon,10,spencernoon
6954,collinlafleche,10,spencernoon
6955,lisboa_misael,10,spencernoon
6956,mrkevin_h,10,spencernoon
6957,jeremysklaroff,10,spencernoon
6958,charliedamgood,10,spencernoon
6959,bakks__,10,spencernoon
6960,CryptoFormula1,10,spencernoon
6961,rberk17,10,spencernoon
6962,seedclubhq,10,spencernoon
6963,vadyhodler777,10,spencernoon
6964,JakeHartnell,10,spencernoon
6965,Will_Leas,10,spencernoon
6966,dgntec,10,spencernoon
6967,_weiward_,10,spencernoon
6968,DrDegenMD,10,spencernoon
6969,darkbluechain,10,spencernoon
6970,lucascerro,10,spencernoon
6971,shitcoinzaire,10,spencernoon
6972,Mooningberg,10,spencernoon
6973,understander_of,10,spencernoon
6974,CruzerDefi,10,spencernoon
6975,sir_shua,10,spencernoon
6976,mrsangrita,10,spencernoon
6977,nawazahmednz,10,spencernoon
6978,moogledev,10,spencernoon
6979,fubuloubu,10,spencernoon
6980,justinmorello,10,spencernoon
6981,vinnie_io,10,spencernoon
6982,CaptSpacely,10,spencernoon
6983,RabetCrypty,10,spencernoon
6984,nigdaemon,10,spencernoon
6985,auris20511,10,spencernoon
6986,shillafromindia,10,spencernoon
6987,NikitaaMashkov,10,spencernoon
6988,mnshs_,10,spencernoon
6989,porounclemao,10,spencernoon
6990,007sCrypto,10,spencernoon
6991,vodkabinge,10,spencernoon
6992,ReliableNarr,10,spencernoon
6993,GuptaMusings,10,spencernoon
6994,azfarephr,10,spencernoon
6995,0xElle,10,spencernoon
6996,AdrienCarreras,10,spencernoon
6997,0xnibbler,10,spencernoon
6998,wally_hansen,10,spencernoon
6999,wekawork2,10,spencernoon
7000,sNNdog,10,spencernoon
7001,pinsky_cindy,10,spencernoon
7002,pridesai,3,nic__carter
7003,jillruthcarlson,120,nic__carter
7004,zoltar88471019,20,nic__carter
7005,thomastraum,10,nic__carter
7006,jessewldn,195,nic__carter
7007,nic__carter,6,nic__carter
7008,havmartinez,10,nic__carter
7009,alpha_leak,10,nic__carter
7010,_kinjalbshah,310,nic__carter
7011,_kabessa,10,nic__carter
7012,strangechances,151,nic__carter
7013,riabhutoria,1010,nic__carter
7014,daranda,400,nic__carter
7015,knifefight,10,nic__carter
7016,thisisthetruth,1,nic__carter
7017,RoninImperial,10,nic__carter
7018,keccers,2,nic__carter
7019,_kylebishop,1,nic__carter
7020,masonnystrom,2,nic__carter
7021,vikudyawer,15,nic__carter
7022,bhpollack,20,nic__carter
7023,spencernoon,100,nic__carter
7024,hollyherndon,770,AdHocEmilie
7025,matdryhurst,1640,AdHocEmilie
7026,petrikajander,2100,petrikajander
7027,quasimatt,300,petrikajander
7028,john_c_palmer,50,jmj
7029,masonnystrom,380,jmj
7030,packyM,30,jmj
7031,mkriak,25,jmj
7032,nawazahmednz,30,jmj
7033,jessewldn,50,jmj
7034,seedclubhq,189,jmj
7035,Nogoodtwts,70,jmj
7036,Flynnjamm,240,jmj
7037,rabbithole_gg,200,jmj
7038,awkweb,20,jmj
7039,jwillmiller,30,jmj
7040,strangechances,15,jmj
7041,AlexMasmej,200,jmj
7042,CreatorCabins,230,jmj
7043,Viar_io,5,jmj
7044,NotZachDavidson,2,jmj
7045,jarroddicker,580,jmj
7046,TheDavidZhou,50,jmj
7047,_kabessa,100,devinawalsh
7048,devinawalsh,30,devinawalsh
7049,jessewldn,50,devinawalsh
7050,masonnystrom,3,devinawalsh
7051,evabeylin,410,devinawalsh
7052,strangechances,124,devinawalsh
7053,jillruthcarlson,10,devinawalsh
7054,_kylebishop,3,devinawalsh
7055,aweissman,100,devinawalsh
7056,j_humenansky,5,devinawalsh
7057,Iiterature,417,devinawalsh
7058,riabhutoria,500,devinawalsh
7059,Cooopahtroopa,10,devinawalsh
7060,_kinjalbshah,200,devinawalsh
7061,spencernoon,100,devinawalsh
7062,ali01,333,devinawalsh
7063,HelloShreyas,300,pridesai
7064,jessewldn,50,pridesai
7065,matthewchaim,10,pridesai
7066,lay2000lbs,20,pridesai
7067,mkriak,10,pridesai
7068,david_tomu,20,pridesai
7069,portis_angie,20,pridesai
7070,aweissman,5,pridesai
7071,jbrukh,1010,pridesai
7072,gregdsouza,2,pridesai
7073,Iiterature,50,pridesai
7074,cameronparkins,4,pridesai
7075,joonian,420,pridesai
7076,john_c_palmer,20,pridesai
7077,Cooopahtroopa,100,pridesai
7078,seedclubhq,300,pridesai
7079,ljxie,1390,sarahtavel
7080,stephensonhmatt,100,sarahtavel
7081,CreatorCabins,100,sarahtavel
7082,just_norm,10,sarahtavel
7083,packyM,100,sarahtavel
7084,JuliaLipton,300,sarahtavel
7085,divine_economy,100,sarahtavel
7086,strangechances,40,sarahtavel
7087,jillruthcarlson,10,sarahtavel
7088,Jad_AE,180,sarahtavel
7089,pridesai,1,ezzzrrra
7090,jondashkyle,450,ezzzrrra
7091,brownsvgar,7,ezzzrrra
7092,poopooshooter,50,ezzzrrra
7093,CryptoCosmicOwl,20,ezzzrrra
7094,matdryhurst,480,ezzzrrra
7095,David_Rudnick,180,ezzzrrra
7096,_EricHu,700,ezzzrrra
7097,raihan_,25,ezzzrrra
7098,ezzzrrra,50,ezzzrrra
7099,danpia,3,ezzzrrra
7100,tvanryzewyk,10,ezzzrrra
7101,whatdotcd,200,ezzzrrra
7102,beaugunderson,20,ezzzrrra
7103,_callil,5,ezzzrrra
7104,chaykak,2,ezzzrrra
7105,jessewldn,25,ezzzrrra
7106,mikemckain_,5,ezzzrrra
7107,tryggetoven,10,ezzzrrra
7108,cameronparkins,30,ezzzrrra
7109,chrismartz,15,ezzzrrra
7110,worm_emoji,20,ezzzrrra
7111,pixlpa,1,ezzzrrra
7112,strangechances,15,themintfund
7113,themintfund,10,themintfund
7114,huanggu777,1,themintfund
7115,kojiro629,10,themintfund
7116,threef0921,2,themintfund
7117,seedclubhq,1010,themintfund
7118,joonian,1010,themintfund
7119,RoninImperial,10,themintfund
7120,patrickxrivera,20,themintfund
7121,TheDavidZhou,9,themintfund
7122,andyofthevalley,1,themintfund
7123,_kabessa,100,themintfund
7124,Cooopahtroopa,10,themintfund
7125,panthermodern__,4,themintfund
7126,sirsuhayb,10,themintfund
7127,e1winjin,10,themintfund
7128,lily___digital,20,themintfund
7129,_bit7,10,themintfund
7130,jondashkyle,30,themintfund
7131,portis_angie,10,themintfund
7132,DavidYCTseng,1,themintfund
7133,tvanryzewyk,1803,tvanryzewyk
7134,jarmanson,1,tvanryzewyk
7135,beaugunderson,7,tvanryzewyk
7136,whatdotcd,50,tvanryzewyk
7137,moredillon,1,tvanryzewyk
7138,quasimatt,10,tvanryzewyk
7139,ckurdziel,5,tvanryzewyk
7140,jayrosenkrantz,10,tvanryzewyk
7141,bvajresh,15,tvanryzewyk
7142,thomastraum,40,tvanryzewyk
7143,paulgeller,1,tvanryzewyk
7144,DrewCoffman,111,tvanryzewyk
7145,hvdsonofficial,10,tvanryzewyk
7146,stephenpdiesel,7,tvanryzewyk
7147,teendaze,5,tvanryzewyk
7148,thisisthetruth,5,tvanryzewyk
7149,raihan_,200,tvanryzewyk
7150,ItzQuauhtli,1,tvanryzewyk
7151,chrismartz,5,tvanryzewyk
7152,HelloShreyas,300,jongold
7153,pbuck,10,jongold
7154,hvdsonofficial,5,jongold
7155,codybrown,5,jongold
7156,jarroddicker,630,jongold
7157,jamiew,10,jongold
7158,lily___digital,20,jongold
7159,moogledev,30,jongold
7160,Nogoodtwts,22,jongold
7161,DrewCoffman,10,jongold
7162,keccers,1,jongold
7163,eskalexia,10,jongold
7164,dashbrackets,15,jongold
7165,jstn,255,jongold
7166,jasoncho_,10,jongold
7167,matdryhurst,200,jongold
7168,_callil,3,jongold
7169,_dnrml,10,jongold
7170,john_c_palmer,50,jongold
7171,khole_dena,2,jongold
7172,_EricHu,402,jongold
7173,seyitaylor,40,jongold
7174,FemiAw,30,jongold
7175,staringispolite,20,jongold
7176,Cooopahtroopa,31,jongold
7177,seedclubhq,100,jongold
7178,sirsuhayb,10,jongold
7179,blueberrymarie,5,jongold
7180,travontheweb,55,travontheweb
7181,bitsikka,150,travontheweb
7182,stephenpdiesel,300,travontheweb
7183,DrewCoffman,111,travontheweb
7184,teendaze,50,travontheweb
7185,daoudaleonard,2,travontheweb
7186,hvdsonofficial,5,travontheweb
7187,quasimatt,250,travontheweb
7188,FWBtweets,50,travontheweb
7189,poolnoodle93,10,travontheweb
7190,EricCMack,2,travontheweb
7191,ItzQuauhtli,1,travontheweb
7192,SpaceXponential,373,travontheweb
7193,______jpg______,100,travontheweb
7194,belGIANgwaffles,750,travontheweb
7195,idislikebrian,10,travontheweb
7196,colingaffney_,5,travontheweb
7197,john_c_palmer,100,JustinKalland
7198,ecrivaine_k,500,JustinKalland
7199,JustinKalland,30,JustinKalland
7200,awkweb,100,JustinKalland
7201,SpaceXponential,430,JustinKalland
7202,lakshmansankar,500,JustinKalland
7203,bvajresh,200,JustinKalland
7204,CityDao,270,JustinKalland
7205,scottfits,50,JustinKalland
7206,zherring,10,simondlr
7207,thegostep,1010,simondlr
7208,strangechances,300,simondlr
7209,Sim_Pop,5,simondlr
7210,greatrat00,3,simondlr
7211,matdryhurst,250,simondlr
7212,mikemckain_,10,simondlr
7213,cjremus,250,simondlr
7214,bitsikka,5,simondlr
7215,jessewldn,50,simondlr
7216,spengrah,5,simondlr
7217,vikudyawer,20,simondlr
7218,ljxie,250,simondlr
7219,Gigamesh,2,simondlr
7220,pillheadddd,1010,armandokirwin
7221,ezzzrrra,1080,armandokirwin
7222,hvdsonofficial,5,armandokirwin
7223,FWBtweets,10,armandokirwin
7224,zachingrasci,10,armandokirwin
7225,strangechances,50,armandokirwin
7226,AaveGrants,10,AaveGrants
7227,HelloShreyas,1090,AaveGrants
7228,llamacommunity_,1000,AaveGrants
7229,vslavich,2090,DanielOlarte_
7230,patrickxrivera,50,prestonattebery
7231,raghavar0,10,prestonattebery
7232,NERFWRLD,10,prestonattebery
7233,kneelingbus,300,prestonattebery
7234,john_c_palmer,300,prestonattebery
7235,prestonattebery,40,prestonattebery
7236,moredillon,1,prestonattebery
7237,dApp_boi,30,prestonattebery
7238,teddyburnette,2,prestonattebery
7239,_callil,400,prestonattebery
7240,FWBtweets,50,prestonattebery
7241,daranda,440,prestonattebery
7242,matdryhurst,150,prestonattebery
7243,jaesmail,210,prestonattebery
7244,TheDavidZhou,80,prestonattebery
7245,themintfund,500,futurealisha
7246,AlexisGauba,500,futurealisha
7247,_kinjalbshah,440,futurealisha
7248,notscottmoore,350,futurealisha
7249,polats,15,futurealisha
7250,TheAlexYao,200,futurealisha
7251,bestape,25,futurealisha
7252,lanitrock,20,futurealisha
7253,john_c_palmer,100,_callil
7254,strangechances,5,_callil
7255,jessewldn,250,_callil
7256,js_horne,260,_callil
7257,jondashkyle,760,_callil
7258,jongold,121,_callil
7259,mikemckain_,15,_callil
7260,danpia,3,_callil
7261,zherring,10,_callil
7262,tvanryzewyk,10,_callil
7263,kneelingbus,100,_callil
7264,AlexisGauba,30,_callil
7265,cjremus,250,_callil
7266,drewbuttons,5,_callil
7267,Gigamesh,1,_callil
7268,PennBlockchain,20,PennBlockchain
7269,masonnystrom,500,PennBlockchain
7270,strangechances,30,PennBlockchain
7271,daranda,34,PennBlockchain
7272,ljxie,250,PennBlockchain
7273,she_256,350,PennBlockchain
7274,medhakothari,110,PennBlockchain
7275,chisox3000,25,PennBlockchain
7276,BrianFakhoury,1,PennBlockchain
7277,_kabessa,80,PennBlockchain
7278,BlockchainatCU,505,PennBlockchain
7279,jondashkyle,22,aweissman
7280,patrickxrivera,50,aweissman
7281,warmbott,10,aweissman
7282,seyitaylor,20,aweissman
7283,pridesai,12,aweissman
7284,jamiew,15,aweissman
7285,adamludwin,510,aweissman
7286,strangechances,30,aweissman
7287,OrjanRoren,3,aweissman
7288,john_c_palmer,100,aweissman
7289,jstn,10,aweissman
7290,kneelingbus,10,aweissman
7291,jessewldn,10,aweissman
7292,km,3,aweissman
7293,jasoncho_,3,aweissman
7294,jarroddicker,1030,aweissman
7295,TheDavidZhou,5,aweissman
7296,gaby_goldberg,5,aweissman
7297,permaetheus,8,aweissman
7298,axk,1,aweissman
7299,thegostep,1000,fifikobayashi
7300,jondashkyle,310,fifikobayashi
7301,Iiterature,540,fifikobayashi
7302,js_horne,10,js_horne
7303,jondashkyle,30,js_horne
7304,Cooopahtroopa,100,js_horne
7305,trentelme,5,js_horne
7306,stephenthoma,20,js_horne
7307,patrickxrivera,30,js_horne
7308,Sim_Pop,2,js_horne
7309,WaleskaRamos20,30,js_horne
7310,stephenpdiesel,5,js_horne
7311,Nogoodtwts,7,js_horne
7312,annascarroll,10,js_horne
7313,_kinjalbshah,10,js_horne
7314,whatdotcd,1000,js_horne
7315,gregdsouza,3,js_horne
7316,ljxie,50,js_horne
7317,lakshmansankar,50,js_horne
7318,strangechances,35,js_horne
7319,cameronparkins,4,js_horne
7320,permaetheus,10,js_horne
7321,seedclubhq,300,js_horne
7322,daranda,100,js_horne
7323,14lox,10,js_horne
7324,AlexisGauba,20,js_horne
7325,jongold,1160,NFT_ish
7326,MdCL,10,NFT_ish
7327,sirsuhayb,600,NFT_ish
7328,NFT_ish,10,NFT_ish
7329,renonelab,10,NFT_ish
7330,zachjabri,5,NFT_ish
7331,irockutah,10,NFT_ish
7332,RoninImperial,80,sassal0x
7333,ljxie,650,sassal0x
7334,Cooopahtroopa,390,sassal0x
7335,getty_hill,120,sassal0x
7336,strangechances,40,sassal0x
7337,_Dubson,1,sassal0x
7338,Sabrina07745049,30,sassal0x
7339,SMichaelRyan1,10,sassal0x
7340,artoriamaster,3,sassal0x
7341,HardlyDifficult,1,sassal0x
7342,bitsikka,5,sassal0x
7343,rubiokishi1,30,sassal0x
7344,ash_bhimasani,5,sassal0x
7345,DeAngeloLT,10,sassal0x
7346,re_develop,5,sassal0x
7347,spencernoon,100,sassal0x
7348,Peter_Skaronis,10,sassal0x
7349,TheDavidZhou,10,sassal0x
7350,CryptoCosmicOwl,30,sassal0x
7351,cjremus,250,sassal0x
7352,TimSmith1337,10,sassal0x
7353,offchainfr,4,sassal0x
7354,Cooopahtroopa,50,thatguyBG
7355,_kabessa,690,thatguyBG
7356,thatguyBG,24,thatguyBG
7357,Flynnjamm,700,thatguyBG
7358,TheDavidZhou,5,thatguyBG
7359,rorhug,5,thatguyBG
7360,gaby_goldberg,15,thatguyBG
7361,seedclubhq,300,thatguyBG
7362,KatyJeremko,80,nico_valencia
7363,MPtherealMVP,1200,nico_valencia
7364,Brolag,30,nico_valencia
7365,holachieri,50,nico_valencia
7366,c_lemp,35,nico_valencia
7367,______jpg______,240,nico_valencia
7368,twos_complement,35,nico_valencia
7369,StatefulWorks,74,nico_valencia
7370,theindiedao,28,nico_valencia
7371,HaleekMaul,30,HaleekMaul
7372,jacksondame,580,HaleekMaul
7373,_Down2Mars,10,HaleekMaul
7374,squidsuit0x41,30,HaleekMaul
7375,catalogworks,300,HaleekMaul
7376,jessewldn,250,HaleekMaul
7377,loftradio_,40,HaleekMaul
7378,jzstern,100,HaleekMaul
7379,teendaze,200,HaleekMaul
7380,mikemckain_,30,HaleekMaul
7381,Alex_Siber,25,HaleekMaul
7382,algoriddims,5,HaleekMaul
7383,afuturemodern,15,HaleekMaul
7384,strangechances,150,HaleekMaul
7385,bitsikka,423,danfinlay
7386,MarkBeylin,160,danfinlay
7387,JamesJohnBeck,570,danfinlay
7388,ljxie,100,danfinlay
7389,petra_fran,5,danfinlay
7390,groguforce,6,danfinlay
7391,simondlr,300,danfinlay
7392,lakshmansankar,200,danfinlay
7393,bradleyc,3,matdryhurst
7394,pridesai,0,matdryhurst
7395,jondashkyle,80,matdryhurst
7396,hvdsonofficial,5,matdryhurst
7397,mikesunda,5,matdryhurst
7398,joshuaoverbye,10,matdryhurst
7399,David_Rudnick,10,matdryhurst
7400,RodiKirk,20,matdryhurst
7401,matthewchaim,40,matdryhurst
7402,nickbytes,10,matdryhurst
7403,raihan_,30,matdryhurst
7404,huanggu777,1,matdryhurst
7405,ezzzrrra,20,matdryhurst
7406,LANESTEWART,3,matdryhurst
7407,samueldiamond,30,matdryhurst
7408,jackclarke_,2,matdryhurst
7409,whatdotcd,400,matdryhurst
7410,poellll,20,matdryhurst
7411,chrismartz,2,matdryhurst
7412,panthermodern__,4,matdryhurst
7413,Cooopahtroopa,210,matdryhurst
7414,jzstern,20,matdryhurst
7415,john_c_palmer,100,matdryhurst
7416,poopooshooter,10,matdryhurst
7417,loftradio_,10,matdryhurst
7418,CryptoCosmicOwl,10,matdryhurst
7419,dashbrackets,20,matdryhurst
7420,Azrkhr,10,matdryhurst
7421,pinsky_cindy,20,matdryhurst
7422,_EricHu,500,matdryhurst
7423,crookedycrook,10,matdryhurst
7424,presstube,10,matdryhurst
7425,charliesque,10,matdryhurst
7426,seedclubhq,120,matdryhurst
7427,NassDiba,2,matdryhurst
7428,trevorAron,30,trevorAron
7429,codygallo,10,trevorAron
7430,vikudyawer,5,trevorAron
7431,rajivpoc,10,trevorAron
7432,ash_bhimasani,50,trevorAron
7433,khoaphan_,20,trevorAron
7434,WilsonCusack,900,trevorAron
7435,ljxie,400,trevorAron
7436,AlexisGauba,320,trevorAron
7437,techspec_,1,trevorAron
7438,DecimalLove,5,trevorAron
7439,AskYaYaCrypto,120,SheldonAristide
7440,AudiusPlaylists,130,SheldonAristide
7441,CloutRadar_,120,SheldonAristide
7442,WeirdCityRec,120,SheldonAristide
7443,SheldonAristide,120,SheldonAristide
7444,PromoteYourNFTs,90,SheldonAristide
7445,DrumCrate,90,SheldonAristide
7446,TheLofiDistrict,20,SheldonAristide
7447,MusicProdServer,920,SheldonAristide
7448,mg,10,fredwilson
7449,jondashkyle,158,fredwilson
7450,jessewldn,205,fredwilson
7451,patrickxrivera,50,fredwilson
7452,john_c_palmer,600,fredwilson
7453,OrjanRoren,5,fredwilson
7454,aweissman,5,fredwilson
7455,strangechances,350,fredwilson
7456,MapleLeafCap,10,fredwilson
7457,pridesai,5,fredwilson
7458,daranda,200,fredwilson
7459,MarkBeylin,2,fredwilson
7460,nawazahmednz,15,fredwilson
7461,masonnystrom,1,fredwilson
7462,Iiterature,80,fredwilson
7463,axk,9,fredwilson
7464,benroy__,35,punk4156
7465,punk4156,10,punk4156
7466,awkweb,500,punk4156
7467,jackbutcher,1070,punk4156
7468,mikemckain_,40,punk4156
7469,RobertHouseArt,1,punk4156
7470,matascup,10,punk4156
7471,healmonster2015,20,punk4156
7472,FractonVentures,230,FractonVentures
7473,9dai_5,235,FractonVentures
7474,motokiyoshida,30,FractonVentures
7475,salmon_crypto,60,FractonVentures
7476,tolehico,30,FractonVentures
7477,vvinyll,10,FractonVentures
7478,akazawa_naoki,10,FractonVentures
7479,thekennybadger,10,FractonVentures
7480,atsumori_regz,10,FractonVentures
7481,sidvpillai,10,FractonVentures
7482,sam__1210,10,FractonVentures
7483,paulgeller,1,FractonVentures
7484,riversidemetal1,80,FractonVentures
7485,strangechances,200,FractonVentures
7486,asuke_rug,10,FractonVentures
7487,shingen_crypto,110,FractonVentures
7488,CoffeeTimesTW,500,FractonVentures
7489,ecrivaine_k,140,FractonVentures
7490,_EricHu,500,GilbertAgain
7491,David_Rudnick,1080,GilbertAgain
7492,bummervacation,50,GilbertAgain
7493,john_c_palmer,1500,lay2000lbs
7494,pridesai,2,lay2000lbs
7495,huanggu777,1,lay2000lbs
7496,andyofthevalley,1,lay2000lbs
7497,AmyMill43645286,20,lay2000lbs
7498,piercesword,10,lay2000lbs
7499,baggybydesign,10,lay2000lbs
7500,cryptofreak21,10,lay2000lbs
7501,TMSearcher,10,lay2000lbs
7502,sachaker,10,gaby_goldberg
7503,patrickxrivera,430,gaby_goldberg
7504,gaby_goldberg,10,gaby_goldberg
7505,huanggu777,1,gaby_goldberg
7506,Flynnjamm,810,gaby_goldberg
7507,harshwithana,1,gaby_goldberg
7508,thatguyBG,2,gaby_goldberg
7509,strangechances,277,gaby_goldberg
7510,jack__sanford,10,gaby_goldberg
7511,Only1Swami,8,gaby_goldberg
7512,Obstropolos,1550,ChristianKaz_
7513,mybellalogica,5,galaxyRTK
7514,galaxyRTK,60,galaxyRTK
7515,jacobmaddox82,10,galaxyRTK
7516,schakkis,10,galaxyRTK
7517,david_tomu,10,galaxyRTK
7518,willhelmson,10,galaxyRTK
7519,jessewldn,200,galaxyRTK
7520,thisisthetruth,50,galaxyRTK
7521,masonnystrom,230,galaxyRTK
7522,packyM,30,galaxyRTK
7523,stephenpdiesel,9,galaxyRTK
7524,ckurdziel,250,galaxyRTK
7525,mariodgabriele,200,galaxyRTK
7526,seedclubhq,351,galaxyRTK
7527,JonahBaer,2,galaxyRTK
7528,madebymetsa,10,galaxyRTK
7529,ljin18,110,galaxyRTK
7530,wildarms_xo,10,wildarms_xo
7531,thisisthetruth,20,wildarms_xo
7532,stephenpdiesel,50,wildarms_xo
7533,lil_smush,110,wildarms_xo
7534,DrewCoffman,111,wildarms_xo
7535,markredito,300,wildarms_xo
7536,teendaze,570,wildarms_xo
7537,hvdsonofficial,5,wildarms_xo
7538,matdryhurst,250,wildarms_xo
7539,FWBtweets,50,wildarms_xo
7540,mybellalogica,10,wildarms_xo
7541,chrismartz,50,wildarms_xo
7542,ThDeM,10,kneelingbus
7543,hvdsonofficial,5,kneelingbus
7544,Iiterature,792,kneelingbus
7545,jondashkyle,480,kneelingbus
7546,kneelingbus,10,kneelingbus
7547,whatdotcd,10,kneelingbus
7548,daranda,210,kneelingbus
7549,chrismartz,5,kneelingbus
7550,jasoncho_,3,kneelingbus
7551,MalthusJohn,1522,MalthusJohn
7552,lakshmansankar,950,trent_vanepps
7553,daranda,520,trent_vanepps
7554,Sim_Pop,3,trent_vanepps
7555,gubsheep,3,trent_vanepps
7556,Obstropolos,30,trent_vanepps
7557,nicolagreco,5,nicolagreco
7558,MalthusJohn,1,nicolagreco
7559,jessewldn,295,nicolagreco
7560,osirene_,5,nicolagreco
7561,FemiAw,660,nicolagreco
7562,adamludwin,300,nicolagreco
7563,ran_dom,234,nicolagreco
7564,VirtualElena,1070,lisacuesta
7565,medhakothari,170,lisacuesta
7566,Obstropolos,240,lisacuesta
7567,Cooopahtroopa,850,_kinjalbshah
7568,Iiterature,30,_kinjalbshah
7569,dan_zider,10,_kinjalbshah
7570,strangechances,273,_kinjalbshah
7571,brownsvgar,2,_kinjalbshah
7572,Flynnjamm,200,_kinjalbshah
7573,patrickxrivera,100,_kinjalbshah
7574,huanggu777,1,_kinjalbshah
7575,andyofthevalley,4,_kinjalbshah
7576,ElvisLeandro07,1,_kinjalbshah
7577,jordanwcjackson,1,_kinjalbshah
7578,DavidYCTseng,1,_kinjalbshah
7579,geo_protocol,100,0x_vadym
7580,kozlovone,8,0x_vadym
7581,0x_vadym,150,0x_vadym
7582,lord_bogdanoff,30,0x_vadym
7583,sereja_chan,30,0x_vadym
7584,ErnestPlaybook,10,0x_vadym
7585,DavidMo49980093,10,0x_vadym
7586,Konstan56297052,10,0x_vadym
7587,jbrukh,1050,0x_vadym
7588,edition1art,40,0x_vadym
7589,BlockchainistaX,771,BlockchainistaX
7590,vikudyawer,5,BlockchainistaX
7591,jonamccallum,1,BlockchainistaX
7592,Tunacandrew,50,BlockchainistaX
7593,SpaceXponential,375,BlockchainistaX
7594,codygallo,200,BlockchainistaX
7595,BrianFakhoury,1,BlockchainistaX
7596,mikedotexe,20,BlockchainistaX
7597,sailingfanblues,10,khole_dena
7598,hvdsonofficial,5,khole_dena
7599,khole_dena,10,khole_dena
7600,Iiterature,128,khole_dena
7601,huanggu777,1,khole_dena
7602,jondashkyle,50,khole_dena
7603,whatdotcd,600,khole_dena
7604,raihan_,5,khole_dena
7605,Jesseseegers,5,khole_dena
7606,panthermodern__,2,khole_dena
7607,danpia,3,khole_dena
7608,strangechances,50,khole_dena
7609,poopooshooter,20,khole_dena
7610,_EricHu,500,khole_dena
7611,eminemsaiko,10,khole_dena
7612,DavidYCTseng,1,khole_dena
7613,billyrennekamp,1330,thekatkorb
7614,thekatkorb,10,thekatkorb
7615,khole_dena,60,thekatkorb
7616,pridesai,2,dApp_boi
